gtc	number_snps	ploidy	ploidy_type	sample_name	sample_plate	sample_well	cluster_file	snp_manifest	scan_date	autocall_date	autocall_version	number_normalization_transforms	number_x_controls	number_y_controls	scanner_name	pmt_green	pmt_red	scanner_software_version	scanner_username	call_rate	computed_gender	logr_deviation	gencall_score_10_percentile	dx	gencall_score_50_percentile	number_valid_calls	number_invalid_calls	number_intensity_only_or_zeroed_loci	p05_x	p50_x	p95_x	p05_y	p50_y	p95_y	sentrix_barcode
6241366002_R05C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	11/15/2011 2:34:23 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N195	0	0	3.3.29	Illumina	0.995503	M	0.249708	0.459403	0	0.893176	171341	774	1547	596	1308	5432	697	5260	14278	6241366002
6241366005_R05C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	11/15/2011 2:25:18 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	H189	0	0	3.3.29	FieldService	0.991116	M	0.217442	0.459403	0	0.892629	170586	1529	1547	1459	2373	19539	1843	8567	19977	6241366005
6241366005_R05C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	11/15/2011 2:35:55 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	H189	0	0	3.3.29	FieldService	0.988304	M	0.238761	0.459403	0	0.892635	170102	2013	1547	1397	2413	20628	1733	8696	20322	6241366005
6241243014_R05C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	11/15/2011 2:01:37 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	H189	0	0	3.3.29	FieldService	0.988357	M	0.218654	0.448515	0	0.890996	170111	2004	1547	1443	2555	20394	1735	8757	19288	6241243014
6241243014_R05C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	11/15/2011 2:12:04 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	H189	0	0	3.3.29	FieldService	0.989914	M	0.234321	0.459403	0	0.892829	170379	1736	1547	1167	2211	19490	1451	8041	19016	6241243014
6241366017_R05C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	11/15/2011 1:59:43 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	N195	0	0	3.3.29	Illumina	0.993493	M	0.271249	0.459403	0	0.893094	170995	1120	1547	722	1582	6252	866	6370	17466	6241366017
6241366017_R05C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	11/15/2011 2:10:33 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N195	0	0	3.3.29	Illumina	0.993034	M	0.275311	0.459403	0	0.893009	170916	1199	1547	702	1572	6165	829	6288	17407	6241366017
6241366002_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	11/15/2011 2:25:24 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N195	0	0	3.3.29	Illumina	0.993684	M	0.316290	0.459403	0	0.892888	171028	1087	1547	511	1249	5345	641	4784	14913	6241366002
6241366002_R06C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	11/15/2011 2:36:07 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	N195	0	0	3.3.29	Illumina	0.995073	M	0.253391	0.459403	0	0.893079	171267	848	1547	627	1415	5610	751	5949	15827	6241366002
6241366005_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	11/15/2011 2:27:00 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	H189	0	0	3.3.29	FieldService	0.989298	M	0.230310	0.459403	0	0.892278	170273	1842	1547	1427	2349	18959	1986	9206	21684	6241366005
6241366005_R06C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	11/15/2011 2:37:40 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	H189	0	0	3.3.29	FieldService	0.980025	M	0.264784	0.457166	0	0.890242	168677	3438	1547	1410	2478	19495	1930	8278	22067	6241366005
6241243014_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	11/15/2011 2:03:23 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	H189	0	0	3.3.29	FieldService	0.990408	M	0.217352	0.454101	0	0.891061	170464	1651	1547	1430	2717	19585	1909	9195	20524	6241243014
9235882009_R01C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	6/19/2013 9:33:34 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N195	0	0	3.3.29	Illumina	0.971670	M	0.388065	0.447029	0	0.888857	167239	4876	1547	294	858	7939	304	2254	7120	9235882009
9235882009_R01C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	6/19/2013 9:44:53 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N195	0	0	3.3.29	Illumina	0.989809	M	0.332557	0.459403	0	0.892337	170361	1754	1547	346	908	9858	349	2987	8138	9235882009
9235884016_R01C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	6/19/2013 9:57:47 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N195	0	0	3.3.29	Illumina	0.986277	M	0.359815	0.459403	0	0.891911	169753	2362	1547	302	795	8472	310	2603	7685	9235884016
9235884016_R01C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	6/19/2013 10:08:26 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N195	0	0	3.3.29	Illumina	0.973855	M	0.386613	0.445317	0	0.888099	167615	4500	1547	269	969	8794	316	2700	8496	9235884016
9235884023_R01C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	6/19/2013 10:21:19 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N195	0	0	3.3.29	Illumina	0.928263	M	0.486814	0.439604	0	0.876227	159768	12347	1547	257	834	6868	308	1920	6880	9235884023
9235884023_R01C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	6/19/2013 10:31:59 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	N195	0	0	3.3.29	Illumina	0.958144	M	0.385233	0.445317	0	0.885792	164911	7204	1547	315	1064	8884	349	2526	7395	9235884023
9235884028_R01C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	6/19/2013 9:09:26 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	N195	0	0	3.3.29	Illumina	0.951573	M	0.416431	0.445317	0	0.884229	163780	8335	1547	333	1022	8188	363	2383	7711	9235884028
9235884028_R01C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	6/19/2013 9:20:16 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	N195	0	0	3.3.29	Illumina	0.973512	M	0.353309	0.447802	0	0.889492	167556	4559	1547	269	916	9114	299	2879	8595	9235884028
9270663009_R06C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	10/3/2013 9:17:44 AM	05/12/2023 6:26 PM	3.0.0	6	88	88	H189	0	0	3.3.29	Illumina	0.993260	M	0.235735	0.459403	0	0.893130	170955	1160	1547	990	2025	19535	872	6119	14192	9270663009
9255473007_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	10/3/2013 11:40:30 AM	05/12/2023 6:26 PM	3.0.0	6	88	88	H189	0	0	3.3.29	Illumina	0.986009	M	0.325681	0.459403	0	0.891653	169707	2408	1547	879	1832	16312	790	4720	12794	9255473007
9388954030_R01C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	12/18/2013 12:42:23 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N195	0	0	3.3.29	Illumina	0.988194	M	0.323501	0.456977	0	0.891762	170083	2032	1547	726	1897	19989	733	6046	14106	9388954030
9388954030_R01C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	12/18/2013 12:53:33 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	N195	0	0	3.3.29	Illumina	0.988374	M	0.413867	0.459403	0	0.891299	170114	2001	1547	621	1519	17376	653	5740	13311	9388954030
9388954030_R02C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	12/18/2013 12:44:09 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	N195	0	0	3.3.29	Illumina	0.995503	M	0.252035	0.459403	0	0.893060	171341	774	1547	786	1966	22214	726	7307	16019	9388954030
9388954030_R02C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	12/18/2013 12:55:42 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	N195	0	0	3.3.29	Illumina	0.993150	M	0.263011	0.459403	0	0.892943	170936	1179	1547	910	2235	21685	856	7626	15705	9388954030
9388954030_R03C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	12/18/2013 12:45:53 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	N195	0	0	3.3.29	Illumina	0.991215	M	0.259340	0.459403	0	0.892555	170603	1512	1547	924	2328	22446	960	8281	17898	9388954030
9388954030_R03C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	12/18/2013 12:57:52 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N195	0	0	3.3.29	Illumina	0.991029	M	0.264806	0.459403	0	0.892474	170571	1544	1547	872	2278	22660	882	7485	17081	9388954030
9933510186_R01C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	9/25/2014 6:35:56 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.989972	M	0.283419	0.454101	0	0.890828	170389	1726	1547	275	3690	11236	145	2350	4047	9933510186
9374872013_R05C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	8/8/2013 3:41:11 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.979061	F	0.282441	0.445317	0	0.884615	168511	3604	1547	266	4150	21074	180	6017	12734	9374872013
9933510186_R02C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	9/25/2014 6:50:59 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.986840	F	0.271412	0.445317	0	0.888927	169850	2265	1547	345	4883	15060	170	2982	5128	9933510186
9933510186_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	9/25/2014 7:51:31 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.989989	M	0.250815	0.456119	0	0.890717	170392	1723	1547	305	4905	18682	202	4073	8199	9933510186
9933510186_R01C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	9/25/2014 8:06:37 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.992918	F	0.254664	0.459014	0	0.891442	170896	1219	1547	282	4533	15463	157	3132	5694	9933510186
9933510186_R04C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	9/25/2014 7:21:14 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.987863	F	0.255588	0.454101	0	0.889994	170026	2089	1547	348	4203	15187	202	3196	6247	9933510186
9933510186_R02C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	9/25/2014 8:21:44 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.993098	M	0.262684	0.459403	0	0.891544	170927	1188	1547	317	6225	18834	140	4013	7235	9933510186
9933510186_R03C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	9/25/2014 7:06:07 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.989269	M	0.242716	0.457116	0	0.890525	170268	1847	1547	341	4301	14590	188	2935	5332	9933510186
9933510186_R03C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	9/25/2014 8:36:52 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.993499	M	0.267245	0.459403	0	0.891752	170996	1119	1547	342	5922	19897	155	4302	7846	9933510186
9933510186_R05C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	9/25/2014 7:36:22 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.990977	M	0.268681	0.459403	0	0.891735	170562	1553	1547	366	5924	17834	227	3933	7086	9933510186
9933510166_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	9/12/2014 2:50:50 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.983482	F	0.357489	0.447796	0	0.889435	169272	2843	1547	261	2907	16197	174	4229	9675	9933510166
9933510166_R01C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	9/12/2014 3:05:55 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.991744	M	0.232894	0.454101	0	0.891074	170694	1421	1547	190	3256	12601	126	3418	6815	9933510166
9933510166_R02C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	9/12/2014 3:21:02 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.990803	F	0.244416	0.454101	0	0.890695	170532	1583	1547	200	3687	13813	137	3863	7647	9933510166
5666151006_R03C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	5/18/2011 8:51:27 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	BYERSAM	0.973971	F	0.381811	0.439604	0	0.878230	167635	4480	1547	250	2630	18590	157	5179	11978	5666151006
9933510196_R01C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	9/12/2014 9:31:09 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.989652	F	0.261500	0.454095	0	0.890348	170334	1781	1547	176	2231	8800	114	2507	4997	9933510196
9933510196_R02C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	9/12/2014 9:46:16 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.989339	M	0.264363	0.454101	0	0.890439	170280	1835	1547	195	2701	10173	156	3095	5966	9933510196
9806219011_R01C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	6/26/2014 1:23:12 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.986619	M	0.241320	0.453637	0	0.889895	169812	2303	1547	202	3729	15800	120	3460	7430	9806219011
9933510197_R03C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	9/13/2014 1:08:25 AM	05/12/2023 6:26 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.984539	F	0.236902	0.445317	0	0.888736	169454	2661	1547	193	2876	11722	157	2917	5938	9933510197
9933510197_R04C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	9/13/2014 1:23:28 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.986770	F	0.249971	0.445983	0	0.889299	169838	2277	1547	207	3448	14360	172	3622	7188	9933510197
9933510197_R06C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	9/13/2014 1:53:41 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.989275	M	0.252255	0.453910	0	0.890080	170269	1846	1547	250	2856	13589	192	4610	9002	9933510197
3998887021_R01C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/14/2015 4:07:10 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.989368	M	0.244963	0.454101	0	0.890242	170285	1830	1547	289	3622	15719	207	2759	6235	3998887021
3998887021_R02C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/14/2015 4:22:11 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.994399	M	0.207778	0.459403	0	0.891290	171151	964	1547	362	5882	19211	269	3752	7069	3998887021
3998887021_R03C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/14/2015 4:37:19 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.992185	M	0.218790	0.459197	0	0.891076	170770	1345	1547	330	4133	18516	246	3740	8135	3998887021
3998887021_R04C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/14/2015 4:52:24 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.993806	M	0.194511	0.459403	0	0.891477	171049	1066	1547	403	5744	18411	328	4369	8323	3998887021
3998887021_R05C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/14/2015 5:07:31 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.992877	F	0.239113	0.459403	0	0.891024	170889	1226	1547	397	6886	22289	306	5323	10379	3998887021
3998887021_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/14/2015 5:22:32 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.990315	M	0.219565	0.454409	0	0.890309	170448	1667	1547	405	5362	21149	367	4557	9475	3998887021
3998887021_R01C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/14/2015 5:37:43 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.993963	F	0.222500	0.458822	0	0.891696	171076	1039	1547	257	4113	16079	171	3028	6254	3998887021
3998887021_R02C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/14/2015 5:52:43 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.992894	F	0.194266	0.456020	0	0.890665	170892	1223	1547	328	4813	17446	249	3078	6223	3998887021
3998887021_R03C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/14/2015 6:07:52 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.992406	M	0.242808	0.454101	0	0.890396	170808	1307	1547	277	4956	17829	219	3742	7213	3998887021
3998887021_R04C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/14/2015 6:22:53 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.992586	F	0.350663	0.459403	0	0.891545	170839	1276	1547	176	2892	12147	132	2257	5182	3998887021
3998887021_R05C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/14/2015 6:38:02 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.993214	F	0.256774	0.457888	0	0.891189	170947	1168	1547	399	7708	21894	314	5034	9202	3998887021
3998887021_R06C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/14/2015 6:53:01 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.978619	F	0.296897	0.445317	0	0.888229	168435	3680	1547	255	2799	12208	212	2667	6688	3998887021
3998887025_R01C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/14/2015 7:14:01 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.971200	F	0.368945	0.445317	0	0.882963	167158	4957	1547	147	1821	9105	106	1588	4345	3998887025
3998887025_R02C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/14/2015 7:29:10 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.989292	M	0.214832	0.447795	0	0.888580	170272	1843	1547	249	4183	16543	205	2938	6097	3998887025
3998887025_R03C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/14/2015 7:44:14 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.984144	F	0.292486	0.445317	0	0.885629	169386	2729	1547	159	2306	11455	165	2169	4963	3998887025
3998887025_R04C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/14/2015 7:59:19 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.986532	F	0.259595	0.445317	0	0.887052	169797	2318	1547	202	3524	15073	188	2918	6255	3998887025
3998887025_R05C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/14/2015 8:14:19 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.988589	M	0.225685	0.447796	0	0.888356	170151	1964	1547	248	3965	16307	224	3312	7047	3998887025
3998887025_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/14/2015 8:29:23 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.988606	F	0.222145	0.447258	0	0.888771	170154	1961	1547	278	4386	15792	266	3548	7481	3998887025
3998887025_R01C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/14/2015 8:44:28 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.988525	F	0.234497	0.447773	0	0.888150	170140	1975	1547	195	3149	13727	156	2164	4768	3998887025
3998887040_R01C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/15/2015 10:12:59 AM	05/12/2023 6:26 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.993336	M	0.220912	0.458822	0	0.891178	170968	1147	1547	214	3771	14708	147	2603	5215	3998887040
3998887040_R02C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/15/2015 10:28:03 AM	05/12/2023 6:26 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.991355	M	0.196917	0.450511	0	0.889315	170627	1488	1547	185	4257	14847	133	3001	6100	3998887040
3998887040_R03C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/15/2015 10:43:07 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.991726	M	0.199391	0.453467	0	0.889511	170691	1424	1547	203	5736	18182	143	4003	7655	3998887040
3998887040_R04C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/15/2015 10:58:16 AM	05/12/2023 6:28 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.991465	F	0.204009	0.446823	0	0.888741	170646	1469	1547	217	5295	17049	179	3756	7318	3998887040
3998887040_R05C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/15/2015 11:13:20 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.991825	F	0.218108	0.449839	0	0.889895	170708	1407	1547	254	5696	17098	220	4095	7832	3998887040
3998887040_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/15/2015 11:28:22 AM	05/12/2023 6:26 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.993696	M	0.212064	0.454101	0	0.890351	171030	1085	1547	265	5434	17352	208	4703	9397	3998887040
3998887040_R01C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/15/2015 11:43:24 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.994265	M	0.230916	0.457450	0	0.890839	171128	987	1547	203	5023	15672	148	3230	6157	3998887040
3998887040_R02C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/15/2015 11:58:29 AM	05/12/2023 6:28 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.991337	F	0.217792	0.446022	0	0.888393	170624	1491	1547	183	5217	16401	139	3656	6945	3998887040
3998887040_R03C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/15/2015 12:13:36 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.994916	M	0.212984	0.458104	0	0.890923	171240	875	1547	240	6304	19141	164	4301	8108	3998887040
3998887040_R04C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/15/2015 12:28:37 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.993278	M	0.225752	0.454101	0	0.890092	170958	1157	1547	225	5999	17381	183	4188	7792	3998887040
3998887040_R05C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/15/2015 12:43:47 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.992598	F	0.226960	0.454101	0	0.889951	170841	1274	1547	259	6343	18283	199	4695	8737	3998887040
3998887040_R06C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/15/2015 12:58:48 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.992633	F	0.225837	0.454101	0	0.890008	170847	1268	1547	240	4041	16004	192	4080	8652	3998887040
3998887042_R01C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/15/2015 1:19:46 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.994759	M	0.249461	0.459403	0	0.891361	171213	902	1547	230	3934	12267	116	2223	4123	3998887042
3998887042_R02C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/15/2015 1:34:52 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.994132	F	0.216122	0.454101	0	0.890294	171105	1010	1547	241	4398	13219	134	2553	4805	3998887042
3998887042_R03C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/15/2015 1:49:56 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.994062	F	0.174748	0.454101	0	0.889824	171093	1022	1547	253	4324	14040	141	2885	5630	3998887042
3998887042_R04C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/15/2015 2:05:00 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.994608	M	0.206325	0.457084	0	0.890770	171187	928	1547	270	4424	16221	165	3544	7008	3998887042
3998887042_R05C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/15/2015 2:20:04 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.993040	M	0.200467	0.454839	0	0.890113	170917	1198	1547	262	3666	13850	179	3349	6754	3998887042
3998887042_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/15/2015 2:35:07 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.981321	M	0.370332	0.445317	0	0.882734	168900	3215	1547	212	1744	11348	125	2893	6917	3998887042
3998887042_R01C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/15/2015 2:50:13 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	S327	478	564	3.6.17.15868	byersam	0.992040	F	0.210191	0.454101	0	0.889779	170745	1370	1547	211	3615	13125	111	2497	4887	3998887042
