gtc	number_snps	ploidy	ploidy_type	sample_name	sample_plate	sample_well	cluster_file	snp_manifest	scan_date	autocall_date	autocall_version	number_normalization_transforms	number_x_controls	number_y_controls	scanner_name	pmt_green	pmt_red	scanner_software_version	scanner_username	call_rate	computed_gender	logr_deviation	gencall_score_10_percentile	dx	gencall_score_50_percentile	number_valid_calls	number_invalid_calls	number_intensity_only_or_zeroed_loci	p05_x	p50_x	p95_x	p05_y	p50_y	p95_y	sentrix_barcode
5532701014_R01C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	10/3/2010 10:42:28 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N195	0	0	3.1.17	Illumina	0.993713	F	0.195980	0.459403	0	0.892921	171033	1082	1547	1352	7366	23095	1146	9020	17680	5532701014
5494855011_R03C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	9/10/2010 2:37:49 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N195	0	0	3.1.17	Illumina	0.996322	F	0.218821	0.459403	0	0.893427	171482	633	1547	1251	7328	20441	1273	10141	19616	5494855011
5494855016_R04C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	9/10/2010 10:18:51 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N195	0	0	3.1.17	Illumina	0.996165	F	0.202507	0.459403	0	0.893370	171455	660	1547	1364	7813	22736	1405	11671	23871	5494855016
5494855016_R05C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	9/10/2010 10:24:02 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N195	0	0	3.1.17	Illumina	0.995143	M	0.260085	0.459403	0	0.893241	171279	836	1547	1420	7650	26508	1448	12706	28957	5494855016
5511344022_R05C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	10/3/2010 8:13:10 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	N195	0	0	3.1.17	Illumina	0.996125	M	0.202991	0.459403	0	0.892896	171448	667	1547	1111	7506	23828	1084	10373	20607	5511344022
5532701044_R03C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	10/4/2010 12:35:53 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N195	0	0	3.1.17	Illumina	0.993284	F	0.211743	0.459403	0	0.892918	170959	1156	1547	1103	6271	21199	1060	9014	18448	5532701044
5532701044_R01C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	10/4/2010 12:25:43 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N195	0	0	3.1.17	Illumina	0.993028	F	0.216180	0.459403	0	0.892682	170915	1200	1547	1159	5921	20923	1049	8039	16455	5532701044
5511344022_R06C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	10/3/2010 8:18:11 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N195	0	0	3.1.17	Illumina	0.995520	F	0.240299	0.459403	0	0.892454	171344	771	1547	1029	6586	23159	1090	10148	21262	5511344022
5532701044_R02C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	10/4/2010 12:30:41 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N195	0	0	3.1.17	Illumina	0.993766	M	0.211122	0.459403	0	0.892976	171042	1073	1547	1114	6466	20807	1049	8947	17539	5532701044
5532701044_R04C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	10/4/2010 12:40:58 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N195	0	0	3.1.17	Illumina	0.994242	M	0.200757	0.459403	0	0.893099	171124	991	1547	1054	6876	21471	1017	9640	19510	5532701044
6331337007_R01C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 7:06:47 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.997415	F	0.172785	0.459403	0	0.892436	171670	445	1547	1351	8733	27353	1426	12127	25246	6331337007
6331337007_R03C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 7:20:58 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.997676	M	0.175192	0.459403	0	0.893057	171715	400	1547	1580	10264	31022	1648	13749	28239	6331337007
6331273008_R05C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 5:56:10 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.997083	F	0.178604	0.459403	0	0.892419	171613	502	1547	1219	7928	26277	1422	12266	27072	6331273008
6331273012_R01C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 5:25:43 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.997455	M	0.174984	0.459403	0	0.892061	171677	438	1547	1099	7303	26629	1138	10900	24426	6331273012
6331273012_R03C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 5:40:01 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.997362	M	0.162908	0.459403	0	0.892350	171661	454	1547	1038	7438	24630	1121	10864	22997	6331273012
6331337009_R05C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 6:19:45 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.995863	M	0.204758	0.456053	0	0.890350	171403	712	1547	1018	6036	25375	1273	11722	27728	6331337009
6331337011_R01C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 7:55:11 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.995782	F	0.325468	0.459403	0	0.891270	171389	726	1547	812	4554	22392	840	7169	20069	6331337011
6331337011_R03C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 8:10:36 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.996956	M	0.206742	0.459403	0	0.891449	171591	524	1547	919	6014	24087	1094	10362	24577	6331337011
6331337008_R05C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 7:37:34 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.996351	M	0.197622	0.454101	0	0.890470	171487	628	1547	933	6323	24407	1138	11362	26110	6331337008
6331273002_R01C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 6:42:14 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.997409	F	0.186465	0.459403	0	0.892157	171669	446	1547	961	5978	21883	924	8747	19981	6331273002
6331273002_R03C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 6:57:10 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.997461	M	0.177654	0.459403	0	0.892178	171678	437	1547	1124	6810	24807	1144	10116	22880	6331273002
6331273003_R05C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	4/6/2012 5:09:23 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	N307	0	0	3.3.28	gtsill	0.996334	F	0.202169	0.459403	0	0.890846	171484	631	1547	1079	7080	26823	1220	11057	25101	6331273003
5500696008_R01C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 1:13:59 AM	05/12/2023 6:28 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.983802	F	0.364109	0.445317	0	0.888757	169327	2788	1547	572	3098	10719	587	4223	11172	5500696008
5500696008_R01C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 1:16:32 AM	05/12/2023 6:26 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.256032	F	1.350254	0.201072	0	0.577044	44067	128048	1547	102	160	526	91	137	449	5500696008
5500696008_R02C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 1:20:52 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.973210	M	0.316492	0.445317	0	0.887905	167504	4611	1547	519	2512	8687	513	3427	8897	5500696008
5500696008_R02C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 1:21:51 AM	05/12/2023 6:28 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.983000	M	0.487079	0.447101	0	0.890204	169189	2926	1547	562	3123	11282	602	4454	11984	5500696008
5500696008_R03C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 1:24:45 AM	05/12/2023 6:28 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.995433	M	0.309640	0.459403	0	0.892255	171329	786	1547	732	4303	13536	824	6186	14760	5500696008
5500696008_R03C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 1:26:55 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.987410	F	0.399168	0.445317	0	0.890401	169948	2167	1547	676	3830	12694	759	5685	14241	5500696008
5500696008_R04C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 1:29:26 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.991093	M	0.355654	0.456684	0	0.890965	170582	1533	1547	693	3965	12057	771	5562	13472	5500696008
5500696008_R04C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 1:31:50 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.982471	F	0.367372	0.445317	0	0.889148	169098	3017	1547	697	4300	12971	813	6372	15198	5500696008
5500696008_R05C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 1:34:19 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.996183	F	0.283610	0.459403	0	0.892829	171458	657	1547	623	3985	11397	619	5228	12279	5500696008
5500696008_R05C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 1:36:51 AM	05/12/2023 6:26 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.986137	F	0.414410	0.454101	0	0.890166	169729	2386	1547	680	3291	12670	713	4807	13788	5500696008
5500696008_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 1:39:20 AM	05/12/2023 6:26 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.995991	M	0.269151	0.459403	0	0.892880	171425	690	1547	603	3885	11769	666	5814	14209	5500696008
5500696008_R06C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 1:41:43 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.994068	F	0.310359	0.459403	0	0.892296	171094	1021	1547	720	4120	14043	832	6719	17966	5500696008
5500696011_R01C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 11:34:33 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	N370	0	0	3.1.17	gtsill	0.987996	F	0.369277	0.445317	0	0.890166	170049	2066	1547	515	3484	12151	416	3703	9561	5500696011
5500696011_R01C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 11:37:05 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N370	0	0	3.1.17	gtsill	0.995433	F	0.239737	0.459403	0	0.893187	171329	786	1547	805	6477	16453	710	6960	14609	5500696011
5500696011_R02C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 11:39:47 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N370	0	0	3.1.17	gtsill	0.186631	F	1.961176	0.202900	0	0.634503	32122	139993	1547	200	325	1113	157	248	857	5500696011
5500696011_R02C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 11:42:00 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	N370	0	0	3.1.17	gtsill	0.978323	F	0.586738	0.445317	0	0.883485	168384	3731	1547	694	3678	17694	587	4482	15663	5500696011
5500696011_R03C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 11:44:19 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	N370	0	0	3.1.17	gtsill	0.994812	M	0.281448	0.459403	0	0.892829	171222	893	1547	663	5596	14853	629	6580	14202	5500696011
5500696011_R03C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 11:46:48 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N370	0	0	3.1.17	gtsill	0.980356	F	0.467059	0.445317	0	0.886636	168734	3381	1547	683	4366	17121	632	5782	16678	5500696011
5500696011_R04C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 11:49:16 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N370	0	0	3.1.17	gtsill	0.980850	M	0.309588	0.445317	0	0.888031	168819	3296	1547	629	4777	14467	652	6604	15586	5500696011
5500696011_R04C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 11:51:48 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	N370	0	0	3.1.17	gtsill	0.875572	F	0.828530	0.403835	0	0.863553	150699	21416	1547	454	1960	12937	453	2912	14839	5500696011
5500696011_R05C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 11:54:14 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N370	0	0	3.1.17	gtsill	0.994091	M	0.269918	0.459403	0	0.892829	171098	1017	1547	709	5249	16134	705	7016	16818	5500696011
5500696011_R05C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 11:56:37 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N370	0	0	3.1.17	gtsill	0.981297	F	0.343910	0.445317	0	0.889794	168896	3219	1547	712	5226	17112	679	6912	17563	5500696011
5500696011_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 11:59:05 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	N370	0	0	3.1.17	gtsill	0.994753	M	0.283484	0.459403	0	0.892527	171212	903	1547	761	5889	17422	761	7792	18572	5500696011
5500696011_R06C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/9/2011 12:01:26 AM	05/12/2023 6:28 PM	3.0.0	6	88	88	N370	0	0	3.1.17	gtsill	0.993237	F	0.331910	0.459403	0	0.891949	170951	1164	1547	717	5568	17807	711	7574	18784	5500696011
5500696012_R01C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 1:46:52 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.993388	F	0.314728	0.458823	0	0.892246	170977	1138	1547	630	3998	12393	668	5377	12933	5500696012
5500696012_R01C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 1:49:26 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.727717	M	1.174282	0.326967	0	0.834736	125251	46864	1547	381	981	11178	370	1251	12197	5500696012
5500696012_R02C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 1:51:50 AM	05/12/2023 6:28 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.984551	M	0.435794	0.445317	0	0.888773	169456	2659	1547	541	3041	11611	625	4800	13330	5500696012
5500696012_R02C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 1:54:28 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.983273	F	0.397565	0.445317	0	0.890195	169236	2879	1547	568	3700	12713	549	5086	13168	5500696012
5500696012_R03C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 1:56:49 AM	05/12/2023 6:26 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.995945	F	0.269410	0.459403	0	0.893057	171417	698	1547	650	4397	12590	748	6357	14315	5500696012
5500696012_R03C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 1:59:21 AM	05/12/2023 6:28 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.980345	F	0.386761	0.445317	0	0.889443	168732	3383	1547	626	3897	13233	618	5594	14278	5500696012
5500696012_R04C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 2:01:38 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.996607	F	0.255941	0.459403	0	0.893176	171531	584	1547	720	4690	13926	831	6909	15955	5500696012
5500696012_R04C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 2:04:12 AM	05/12/2023 6:26 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.991488	M	0.332222	0.454101	0	0.891565	170650	1465	1547	708	4001	14957	735	6278	16972	5500696012
5500696012_R05C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 2:06:39 AM	05/12/2023 6:28 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.994207	F	0.336163	0.459403	0	0.891510	171118	997	1547	735	4707	14656	840	6846	16911	5500696012
5500696012_R05C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 2:09:36 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.245504	F	1.376006	0.201577	0	0.571067	42255	129860	1547	125	208	760	128	201	642	5500696012
5500696012_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 2:11:50 AM	05/12/2023 6:26 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.995387	M	0.307520	0.459403	0	0.892527	171321	794	1547	712	4473	14836	842	6866	17688	5500696012
5500696012_R06C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 2:14:03 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.995834	M	0.261841	0.459403	0	0.893037	171398	717	1547	693	4598	14151	808	7134	17398	5500696012
5500696015_R01C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 4:07:59 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.986329	F	0.388143	0.445317	0	0.890266	169762	2353	1547	613	3811	12662	590	4858	12349	5500696015
5500696015_R01C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 4:10:36 AM	05/12/2023 6:26 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.826906	F	0.252522	0.395053	0	0.866458	142323	29792	1547	612	4577	12668	593	5598	12731	5500696015
5500696015_R02C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 4:12:58 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.994103	M	0.290187	0.459403	0	0.892890	171100	1015	1547	626	3938	13022	643	5585	13887	5500696015
5500696015_R02C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 4:15:25 AM	05/12/2023 6:26 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.995183	M	0.257201	0.459403	0	0.893004	171286	829	1547	577	4503	12770	609	6300	13939	5500696015
5500696015_R03C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 4:17:50 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.945380	F	0.770629	0.425923	0	0.868840	162714	9401	1547	531	1900	13480	580	3252	15418	5500696015
5500696015_R03C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 4:20:23 AM	05/12/2023 6:28 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.992598	M	0.319000	0.459403	0	0.891993	170841	1274	1547	589	4091	13001	602	5881	14296	5500696015
5500696015_R04C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 4:22:54 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.986410	F	0.400806	0.447308	0	0.890166	169776	2339	1547	610	3528	12802	700	5742	15289	5500696015
5500696015_R04C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 4:25:11 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.992987	F	0.326099	0.459403	0	0.892326	170908	1207	1547	629	4017	13824	659	6084	15564	5500696015
5500696015_R05C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 4:27:43 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.978904	F	0.480858	0.445317	0	0.887450	168484	3631	1547	661	3637	13945	760	5716	16580	5500696015
5500696015_R05C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 4:30:08 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.801505	F	1.066911	0.356922	0	0.846040	137951	34164	1547	414	1186	12286	472	1933	15497	5500696015
5500696015_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 4:33:29 AM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.867193	M	0.708716	0.407549	0	0.864366	149257	22858	1547	259	859	5024	308	1369	6936	5500696015
5500696015_R06C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/12/2011 4:35:29 AM	05/12/2023 6:26 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.962113	F	0.613388	0.443860	0	0.881559	165594	6521	1547	479	2527	12704	580	4502	15641	5500696015
5511344011_R01C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 9:55:54 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.941923	F	0.781208	0.425436	0	0.866827	162119	9996	1547	563	2099	14611	456	2421	11391	5511344011
5511344011_R01C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 9:58:22 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.993278	F	0.348855	0.459403	0	0.892002	170958	1157	1547	670	3835	14323	539	4298	11690	5511344011
5511344011_R03C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 10:08:18 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.931371	M	0.866198	0.419149	0	0.862847	160303	11812	1547	531	1828	14902	477	2531	13149	5511344011
5511344011_R05C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 10:15:47 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.750800	M	1.367272	0.331397	0	0.836429	129224	42891	1547	483	1085	16383	415	1193	13887	5511344011
5511344011_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 10:20:46 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.997461	F	0.207687	0.459403	0	0.893300	171678	437	1547	721	4590	15971	637	5679	14392	5511344011
5511344013_R01C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 11:04:53 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.906574	F	0.876478	0.408181	0	0.858110	156035	16080	1547	449	1444	11295	358	1663	9280	5511344013
5511344013_R01C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 11:07:38 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.330634	F	1.414216	0.220849	0	0.703262	56907	115208	1547	343	548	3176	241	408	3177	5511344013
5511344013_R02C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 11:10:03 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.943892	M	0.795499	0.426480	0	0.867435	162458	9657	1547	519	1854	12910	439	2306	10922	5511344013
5511344013_R03C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 11:17:26 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.938192	F	0.803516	0.425741	0	0.865385	161477	10638	1547	600	2063	14196	563	2967	13234	5511344013
5511344013_R04C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 11:22:29 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.988577	F	0.447381	0.456396	0	0.890199	170149	1966	1547	759	3457	16594	760	5221	16099	5511344013
5511344013_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 11:29:58 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N296	0	0	3.1.17	gtsill	0.963786	M	0.735699	0.439604	0	0.873470	165882	6233	1547	734	2415	17822	757	3948	19231	5511344013
5511344015_R02C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 11:07:33 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N370	0	0	3.1.17	gtsill	0.986137	F	0.563427	0.446612	0	0.886308	169729	2386	1547	680	3344	16799	625	4182	14701	5511344015
5511344015_R03C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 11:12:28 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	N370	0	0	3.1.17	gtsill	0.996433	F	0.204163	0.459403	0	0.893310	171501	614	1547	729	5392	15914	734	6775	15467	5511344015
5511344015_R04C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 11:19:52 PM	05/12/2023 6:28 PM	3.0.0	6	88	88	N370	0	0	3.1.17	gtsill	0.996921	F	0.195501	0.459403	0	0.893336	171585	530	1547	737	5298	15877	770	7160	16142	5511344015
5511344015_R05C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 11:22:14 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N370	0	0	3.1.17	gtsill	0.962322	F	0.783981	0.433703	0	0.869953	165630	6485	1547	639	2480	17705	706	4159	19216	5511344015
5511344015_R05C02.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 11:24:44 PM	05/12/2023 6:27 PM	3.0.0	6	88	88	N370	0	0	3.1.17	gtsill	0.996886	M	0.193642	0.459403	0	0.893328	171579	536	1547	743	5524	16014	797	7717	17202	5511344015
5511344015_R06C01.gtc	173662	1	0				CanineHD_A.egt	CanineHD_B.bpm	2/8/2011 11:27:15 PM	05/12/2023 6:26 PM	3.0.0	6	88	88	N370	0	0	3.1.17	gtsill	0.987415	F	0.543118	0.449819	0	0.886517	169949	2166	1547	678	3616	17880	799	6204	20903	5511344015
