idat	number_probes	number_mid_blocks	red_green	manifest_file	sentrix_barcode	chip_type	sentrix_position	opa	sample_name	description	sample_plate	sample_well	unknown1	unknown2	chip_type_guess	scan_date	scanner_data
202915900019_R03C02_Grn.idat	191668	191668	5a 7b 98 42		202915900019	BeadChip 12x1Q	R03C02								CanineHD	1/17/2019 11:41:21 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
202915900019_R06C02_Grn.idat	191668	191668	d7 a4 ce 42		202915900019	BeadChip 12x1Q	R06C02								CanineHD	1/18/2019 12:26:52 AM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
202915900020_R01C01_Grn.idat	191668	191668	5b 82 95 42		202915900020	BeadChip 12x1Q	R01C01								CanineHD	1/17/2019 6:31:55 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
202915900020_R02C01_Grn.idat	191668	191668	bb 49 82 42		202915900020	BeadChip 12x1Q	R02C01								CanineHD	1/17/2019 6:47:13 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
202915900020_R03C01_Grn.idat	191668	191668	c1 bc c9 42		202915900020	BeadChip 12x1Q	R03C01								CanineHD	1/17/2019 7:02:22 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
202915900020_R04C01_Grn.idat	191668	191668	6f c8 ea 42		202915900020	BeadChip 12x1Q	R04C01								CanineHD	1/17/2019 7:17:31 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
202915900020_R05C01_Grn.idat	191668	191668	3b 9f c9 42		202915900020	BeadChip 12x1Q	R05C01								CanineHD	1/17/2019 7:32:39 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
202915900020_R06C01_Grn.idat	191668	191668	ab 2e 76 42		202915900020	BeadChip 12x1Q	R06C01								CanineHD	1/17/2019 7:47:43 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
202915900020_R06C02_Grn.idat	191668	191668	0a 1d d1 42		202915900020	BeadChip 12x1Q	R06C02								CanineHD	1/17/2019 9:18:43 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
202915900022_R05C02_Grn.idat	191668	191668	a8 1c be 42		202915900022	BeadChip 12x1Q	R05C02								CanineHD	1/18/2019 12:07:55 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
202915900022_R06C02_Grn.idat	191668	191668	74 53 d7 42		202915900022	BeadChip 12x1Q	R06C02								CanineHD	1/18/2019 12:23:02 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
202915900024_R01C01_Grn.idat	191668	191668	56 8b 63 42		202915900024	BeadChip 12x1Q	R01C01								CanineHD	1/18/2019 12:44:21 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
202915900024_R02C01_Grn.idat	191668	191668	c3 f3 84 42		202915900024	BeadChip 12x1Q	R02C01								CanineHD	1/18/2019 12:59:29 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
202915900024_R04C01_Grn.idat	191668	191668	1c b4 a9 42		202915900024	BeadChip 12x1Q	R04C01								CanineHD	1/18/2019 1:29:52 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
202915900042_R03C01_Grn.idat	191668	191668	ce 57 92 42		202915900042	BeadChip 12x1Q	R03C01								CanineHD	1/18/2019 8:35:38 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
201432110206_R05C01_Grn.idat	191668	191668	61 ff a8 42		201432110206	BeadChip 12x1Q	R05C01								CanineHD	8/18/2018 4:30:33 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
201432110206_R06C01_Grn.idat	191668	191668	31 9f b4 42		201432110206	BeadChip 12x1Q	R06C01								CanineHD	8/18/2018 4:45:37 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
201432110206_R01C02_Grn.idat	191668	191668	cd ea 77 42		201432110206	BeadChip 12x1Q	R01C02								CanineHD	8/18/2018 5:00:44 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
201432110206_R02C02_Grn.idat	191668	191668	df 42 a6 42		201432110206	BeadChip 12x1Q	R02C02								CanineHD	8/18/2018 5:15:57 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
201432110206_R03C02_Grn.idat	191668	191668	7b c1 b0 42		201432110206	BeadChip 12x1Q	R03C02								CanineHD	8/18/2018 5:31:05 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
201432110206_R04C02_Grn.idat	191668	191668	32 d9 cd 42		201432110206	BeadChip 12x1Q	R04C02								CanineHD	8/18/2018 5:46:09 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
201432110206_R05C02_Grn.idat	191668	191668	27 bd be 42		201432110206	BeadChip 12x1Q	R05C02								CanineHD	8/18/2018 6:01:23 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
201432110206_R06C02_Grn.idat	191668	191668	7b e6 1b 42		201432110206	BeadChip 12x1Q	R06C02								CanineHD	8/18/2018 6:16:22 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
5666151002_R01C01_Grn.idat	191668	191668	00 00 00 00		5666151002	BeadChip 12x1Q	R01C01								CanineHD	8/31/2011 7:10:10 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9388954018_R01C01_Grn.idat	191668	191668	00 00 00 00		9388954018	BeadChip 12x1Q	R01C01								CanineHD	9/5/2013 3:39:00 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9388954018_R02C01_Grn.idat	191668	191668	00 00 00 00		9388954018	BeadChip 12x1Q	R02C01								CanineHD	9/5/2013 3:54:17 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9388954018_R03C01_Grn.idat	191668	191668	00 00 00 00		9388954018	BeadChip 12x1Q	R03C01								CanineHD	9/5/2013 4:09:15 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9388954018_R04C01_Grn.idat	191668	191668	00 00 00 00		9388954018	BeadChip 12x1Q	R04C01								CanineHD	9/5/2013 4:24:15 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9388954018_R05C01_Grn.idat	191668	191668	00 00 00 00		9388954018	BeadChip 12x1Q	R05C01								CanineHD	9/5/2013 4:39:26 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
8115953037_R03C02_Grn.idat	191668	191668	00 00 00 00		8115953037	BeadChip 12x1Q	R03C02								CanineHD	9/22/2012 3:05:55 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
202915900037_R01C01_Grn.idat	191668	191668	ab 58 9c 42		202915900037	BeadChip 12x1Q	R01C01								CanineHD	11/6/2019 3:16:18 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
9388954018_R06C01_Grn.idat	191668	191668	00 00 00 00		9388954018	BeadChip 12x1Q	R06C01								CanineHD	9/5/2013 4:54:30 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
5666151004_R03C01_Grn.idat	191668	191668	00 00 00 00		5666151004	BeadChip 12x1Q	R03C01								CanineHD	8/31/2011 10:48:40 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
5666151002_R04C02_Grn.idat	191668	191668	00 00 00 00		5666151002	BeadChip 12x1Q	R04C02								CanineHD	8/31/2011 9:26:51 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9388954018_R01C02_Grn.idat	191668	191668	00 00 00 00		9388954018	BeadChip 12x1Q	R01C02								CanineHD	9/5/2013 5:09:38 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9388954018_R02C02_Grn.idat	191668	191668	00 00 00 00		9388954018	BeadChip 12x1Q	R02C02								CanineHD	9/5/2013 5:24:44 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
5666151002_R05C02_Grn.idat	191668	191668	00 00 00 00		5666151002	BeadChip 12x1Q	R05C02								CanineHD	8/31/2011 9:42:05 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
5666151004_R06C01_Grn.idat	191668	191668	00 00 00 00		5666151004	BeadChip 12x1Q	R06C01								CanineHD	8/31/2011 11:34:18 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
5666151002_R06C02_Grn.idat	191668	191668	00 00 00 00		5666151002	BeadChip 12x1Q	R06C02								CanineHD	8/31/2011 9:57:17 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
8115953037_R04C02_Grn.idat	191668	191668	00 00 00 00		8115953037	BeadChip 12x1Q	R04C02								CanineHD	9/22/2012 3:21:03 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9388954018_R03C02_Grn.idat	191668	191668	00 00 00 00		9388954018	BeadChip 12x1Q	R03C02								CanineHD	9/5/2013 5:39:50 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
202915900037_R02C01_Grn.idat	191668	191668	42 28 69 42		202915900037	BeadChip 12x1Q	R02C01								CanineHD	11/6/2019 3:31:22 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
201432110112_R06C02_Grn.idat	191668	191668	36 4c b3 42		201432110112	BeadChip 12x1Q	R06C02								CanineHD	12/12/2017 10:09:45 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
8115953039_R05C02_Grn.idat	191668	191668	00 00 00 00		8115953039	BeadChip 12x1Q	R05C02								CanineHD	9/22/2012 6:43:30 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
5666151004_R02C01_Grn.idat	191668	191668	00 00 00 00		5666151004	BeadChip 12x1Q	R02C01								CanineHD	8/31/2011 10:33:28 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
202915900037_R03C01_Grn.idat	191668	191668	58 d6 29 42		202915900037	BeadChip 12x1Q	R03C01								CanineHD	11/6/2019 3:46:34 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
5666151004_R04C01_Grn.idat	191668	191668	00 00 00 00		5666151004	BeadChip 12x1Q	R04C01								CanineHD	8/31/2011 11:03:55 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
5666151004_R05C01_Grn.idat	191668	191668	00 00 00 00		5666151004	BeadChip 12x1Q	R05C01								CanineHD	8/31/2011 11:19:04 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
5666151004_R01C02_Grn.idat	191668	191668	00 00 00 00		5666151004	BeadChip 12x1Q	R01C02								CanineHD	8/31/2011 11:49:28 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9388954018_R04C02_Grn.idat	191668	191668	00 00 00 00		9388954018	BeadChip 12x1Q	R04C02								CanineHD	9/5/2013 5:55:02 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
201432110112_R05C02_Grn.idat	191668	191668	5e f5 f2 42		201432110112	BeadChip 12x1Q	R05C02								CanineHD	12/12/2017 9:54:40 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
9388954018_R05C02_Grn.idat	191668	191668	00 00 00 00		9388954018	BeadChip 12x1Q	R05C02								CanineHD	9/5/2013 6:10:06 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
8115953005_R04C01_Grn.idat	191668	191668	00 00 00 00		8115953005	BeadChip 12x1Q	R04C01								CanineHD	9/21/2012 10:48:07 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9388954018_R06C02_Grn.idat	191668	191668	00 00 00 00		9388954018	BeadChip 12x1Q	R06C02								CanineHD	9/5/2013 6:25:14 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9388954031_R01C01_Grn.idat	191668	191668	00 00 00 00		9388954031	BeadChip 12x1Q	R01C01								CanineHD	9/5/2013 6:46:10 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9388954031_R02C01_Grn.idat	191668	191668	00 00 00 00		9388954031	BeadChip 12x1Q	R02C01								CanineHD	9/5/2013 7:01:18 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
201432110174_R01C01_Grn.idat	191668	191668	be 85 ae 42		201432110174	BeadChip 12x1Q	R01C01								CanineHD	12/13/2017 9:27:52 AM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
9388954031_R03C01_Grn.idat	191668	191668	00 00 00 00		9388954031	BeadChip 12x1Q	R03C01								CanineHD	9/5/2013 7:16:30 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
201432110174_R03C01_Grn.idat	191668	191668	e0 0b db 42		201432110174	BeadChip 12x1Q	R03C01								CanineHD	12/13/2017 9:58:03 AM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
9388954031_R05C01_Grn.idat	191668	191668	00 00 00 00		9388954031	BeadChip 12x1Q	R05C01								CanineHD	9/5/2013 7:46:42 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
5666151004_R02C02_Grn.idat	191668	191668	00 00 00 00		5666151004	BeadChip 12x1Q	R02C02								CanineHD	9/1/2011 12:04:44 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
201432110112_R04C02_Grn.idat	191668	191668	a8 6f 00 43		201432110112	BeadChip 12x1Q	R04C02								CanineHD	12/12/2017 9:39:30 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
201432110112_R03C02_Grn.idat	191668	191668	00 fa f4 42		201432110112	BeadChip 12x1Q	R03C02								CanineHD	12/12/2017 9:24:22 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
201432110112_R03C01_Grn.idat	191668	191668	51 d2 a4 42		201432110112	BeadChip 12x1Q	R03C01								CanineHD	12/12/2017 7:53:32 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
9388954031_R01C02_Grn.idat	191668	191668	00 00 00 00		9388954031	BeadChip 12x1Q	R01C02								CanineHD	9/5/2013 8:17:02 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9388954031_R02C02_Grn.idat	191668	191668	00 00 00 00		9388954031	BeadChip 12x1Q	R02C02								CanineHD	9/5/2013 8:32:05 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9388954031_R03C02_Grn.idat	191668	191668	00 00 00 00		9388954031	BeadChip 12x1Q	R03C02								CanineHD	9/5/2013 8:47:14 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9388954031_R05C02_Grn.idat	191668	191668	00 00 00 00		9388954031	BeadChip 12x1Q	R05C02								CanineHD	9/5/2013 9:17:28 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9388954031_R06C02_Grn.idat	191668	191668	00 00 00 00		9388954031	BeadChip 12x1Q	R06C02								CanineHD	9/5/2013 9:32:37 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9388954065_R02C01_Grn.idat	191668	191668	00 00 00 00		9388954065	BeadChip 12x1Q	R02C01								CanineHD	9/6/2013 2:01:23 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9388954065_R03C01_Grn.idat	191668	191668	00 00 00 00		9388954065	BeadChip 12x1Q	R03C01								CanineHD	9/6/2013 2:16:30 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9388954065_R04C01_Grn.idat	191668	191668	00 00 00 00		9388954065	BeadChip 12x1Q	R04C01								CanineHD	9/6/2013 2:31:42 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9388954065_R05C01_Grn.idat	191668	191668	00 00 00 00		9388954065	BeadChip 12x1Q	R05C01								CanineHD	9/6/2013 2:46:46 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9388954065_R06C01_Grn.idat	191668	191668	00 00 00 00		9388954065	BeadChip 12x1Q	R06C01								CanineHD	9/6/2013 3:01:53 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9388954065_R01C02_Grn.idat	191668	191668	00 00 00 00		9388954065	BeadChip 12x1Q	R01C02								CanineHD	9/6/2013 3:17:03 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
201432110174_R01C02_Grn.idat	191668	191668	cb ef 58 42		201432110174	BeadChip 12x1Q	R01C02								CanineHD	12/13/2017 10:58:42 AM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
201432110174_R02C02_Grn.idat	191668	191668	4b a6 5a 42		201432110174	BeadChip 12x1Q	R02C02								CanineHD	12/13/2017 11:13:46 AM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
201432110174_R03C02_Grn.idat	191668	191668	03 5b 9e 42		201432110174	BeadChip 12x1Q	R03C02								CanineHD	12/13/2017 11:28:53 AM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
5666151004_R03C02_Grn.idat	191668	191668	00 00 00 00		5666151004	BeadChip 12x1Q	R03C02								CanineHD	9/1/2011 12:19:56 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9388954065_R02C02_Grn.idat	191668	191668	00 00 00 00		9388954065	BeadChip 12x1Q	R02C02								CanineHD	9/6/2013 3:32:15 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
8115953037_R05C01_Grn.idat	191668	191668	00 00 00 00		8115953037	BeadChip 12x1Q	R05C01								CanineHD	9/22/2012 2:05:24 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
201432110174_R04C02_Grn.idat	191668	191668	f3 2d cf 42		201432110174	BeadChip 12x1Q	R04C02								CanineHD	12/13/2017 11:44:05 AM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
202915900037_R04C01_Grn.idat	191668	191668	36 b2 9d 42		202915900037	BeadChip 12x1Q	R04C01								CanineHD	11/6/2019 4:01:45 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
9388954065_R03C02_Grn.idat	191668	191668	00 00 00 00		9388954065	BeadChip 12x1Q	R03C02								CanineHD	9/6/2013 3:47:18 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
201432110174_R05C02_Grn.idat	191668	191668	70 8f e5 42		201432110174	BeadChip 12x1Q	R05C02								CanineHD	12/13/2017 11:59:11 AM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
8115953039_R04C02_Grn.idat	191668	191668	00 00 00 00		8115953039	BeadChip 12x1Q	R04C02								CanineHD	9/22/2012 6:28:18 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
8115953039_R03C02_Grn.idat	191668	191668	00 00 00 00		8115953039	BeadChip 12x1Q	R03C02								CanineHD	9/22/2012 6:13:10 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
201432110112_R05C01_Grn.idat	191668	191668	9b 8c c9 42		201432110112	BeadChip 12x1Q	R05C01								CanineHD	12/12/2017 8:23:51 PM	sherlockID=S327|Username=harrisac2|HostVersion=3.5.49.29917|CPLDVersion=0x10000C1|PMTGainCY3=478|PMTGainCY5=564
8115953043_R02C01_Grn.idat	191668	191668	00 00 00 00		8115953043	BeadChip 12x1Q	R02C01								CanineHD	9/24/2012 10:20:10 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
8115953005_R03C01_Grn.idat	191668	191668	00 00 00 00		8115953005	BeadChip 12x1Q	R03C01								CanineHD	9/21/2012 10:32:54 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9388954065_R04C02_Grn.idat	191668	191668	00 00 00 00		9388954065	BeadChip 12x1Q	R04C02								CanineHD	9/6/2013 4:02:26 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
8115953005_R01C02_Grn.idat	191668	191668	00 00 00 00		8115953005	BeadChip 12x1Q	R01C02								CanineHD	9/21/2012 11:33:30 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
5666151004_R04C02_Grn.idat	191668	191668	00 00 00 00		5666151004	BeadChip 12x1Q	R04C02								CanineHD	9/1/2011 12:35:08 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
5666151004_R05C02_Grn.idat	191668	191668	00 00 00 00		5666151004	BeadChip 12x1Q	R05C02								CanineHD	9/1/2011 12:50:22 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
5666151004_R06C02_Grn.idat	191668	191668	00 00 00 00		5666151004	BeadChip 12x1Q	R06C02								CanineHD	9/1/2011 1:05:29 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9255473015_R03C02_Grn.idat	191668	191668	00 00 00 00		9255473015	BeadChip 12x1Q	R03C02								CanineHD	2/28/2013 8:37:02 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
8115953037_R03C01_Grn.idat	191668	191668	00 00 00 00		8115953037	BeadChip 12x1Q	R03C01								CanineHD	9/22/2012 1:35:10 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
