idat	number_probes	number_mid_blocks	red_green	manifest_file	sentrix_barcode	chip_type	sentrix_position	opa	sample_name	description	sample_plate	sample_well	unknown1	unknown2	chip_type_guess	scan_date	scanner_data
6241366002_R05C02_Grn.idat	191668	191668	00 00 00 00		6241366002	BeadChip 12x1Q	R05C02								CanineHD	11/15/2011 2:34:23 PM	sherlockID=N195|ScannerID=N195|Username=Illumina|FPGAVersion=4.0.20|SoftwareAppication=iScan Control Software|SoftwareVersion=3.3.29
6241366005_R05C01_Grn.idat	191668	191668	00 00 00 00		6241366005	BeadChip 12x1Q	R05C01								CanineHD	11/15/2011 2:25:18 PM	sherlockID=H189|ScannerID=H189|Username=FieldService|FPGAVersion=3.0.39|SoftwareAppication=iScan Control Software|SoftwareVersion=3.3.29
6241366005_R05C02_Grn.idat	191668	191668	00 00 00 00		6241366005	BeadChip 12x1Q	R05C02								CanineHD	11/15/2011 2:35:55 PM	sherlockID=H189|ScannerID=H189|Username=FieldService|FPGAVersion=3.0.39|SoftwareAppication=iScan Control Software|SoftwareVersion=3.3.29
6241243014_R05C01_Grn.idat	191668	191668	00 00 00 00		6241243014	BeadChip 12x1Q	R05C01								CanineHD	11/15/2011 2:01:37 PM	sherlockID=H189|ScannerID=H189|Username=FieldService|FPGAVersion=3.0.39|SoftwareAppication=iScan Control Software|SoftwareVersion=3.3.29
6241243014_R05C02_Grn.idat	191668	191668	00 00 00 00		6241243014	BeadChip 12x1Q	R05C02								CanineHD	11/15/2011 2:12:04 PM	sherlockID=H189|ScannerID=H189|Username=FieldService|FPGAVersion=3.0.39|SoftwareAppication=iScan Control Software|SoftwareVersion=3.3.29
6241366017_R05C01_Grn.idat	191668	191668	00 00 00 00		6241366017	BeadChip 12x1Q	R05C01								CanineHD	11/15/2011 1:59:43 PM	sherlockID=N195|ScannerID=N195|Username=Illumina|FPGAVersion=4.0.20|SoftwareAppication=iScan Control Software|SoftwareVersion=3.3.29
6241366017_R05C02_Grn.idat	191668	191668	00 00 00 00		6241366017	BeadChip 12x1Q	R05C02								CanineHD	11/15/2011 2:10:33 PM	sherlockID=N195|ScannerID=N195|Username=Illumina|FPGAVersion=4.0.20|SoftwareAppication=iScan Control Software|SoftwareVersion=3.3.29
6241366002_R06C01_Grn.idat	191668	191668	00 00 00 00		6241366002	BeadChip 12x1Q	R06C01								CanineHD	11/15/2011 2:25:24 PM	sherlockID=N195|ScannerID=N195|Username=Illumina|FPGAVersion=4.0.20|SoftwareAppication=iScan Control Software|SoftwareVersion=3.3.29
6241366002_R06C02_Grn.idat	191668	191668	00 00 00 00		6241366002	BeadChip 12x1Q	R06C02								CanineHD	11/15/2011 2:36:07 PM	sherlockID=N195|ScannerID=N195|Username=Illumina|FPGAVersion=4.0.20|SoftwareAppication=iScan Control Software|SoftwareVersion=3.3.29
6241366005_R06C01_Grn.idat	191668	191668	00 00 00 00		6241366005	BeadChip 12x1Q	R06C01								CanineHD	11/15/2011 2:27:00 PM	sherlockID=H189|ScannerID=H189|Username=FieldService|FPGAVersion=3.0.39|SoftwareAppication=iScan Control Software|SoftwareVersion=3.3.29
6241366005_R06C02_Grn.idat	191668	191668	00 00 00 00		6241366005	BeadChip 12x1Q	R06C02								CanineHD	11/15/2011 2:37:40 PM	sherlockID=H189|ScannerID=H189|Username=FieldService|FPGAVersion=3.0.39|SoftwareAppication=iScan Control Software|SoftwareVersion=3.3.29
6241243014_R06C01_Grn.idat	191668	191668	00 00 00 00		6241243014	BeadChip 12x1Q	R06C01								CanineHD	11/15/2011 2:03:23 PM	sherlockID=H189|ScannerID=H189|Username=FieldService|FPGAVersion=3.0.39|SoftwareAppication=iScan Control Software|SoftwareVersion=3.3.29
9235882009_R01C01_Grn.idat	191668	191668	00 00 00 00		9235882009	BeadChip 12x1Q	R01C01								CanineHD	6/19/2013 9:33:34 PM	sherlockID=N195|ScannerID=N195|Username=Illumina|FPGAVersion=4.0.20|SoftwareAppication=iScan Control Software|SoftwareVersion=3.3.29
9235882009_R01C02_Grn.idat	191668	191668	00 00 00 00		9235882009	BeadChip 12x1Q	R01C02								CanineHD	6/19/2013 9:44:53 PM	sherlockID=N195|ScannerID=N195|Username=Illumina|FPGAVersion=4.0.20|SoftwareAppication=iScan Control Software|SoftwareVersion=3.3.29
9235884016_R01C01_Grn.idat	191668	191668	00 00 00 00		9235884016	BeadChip 12x1Q	R01C01								CanineHD	6/19/2013 9:57:47 PM	sherlockID=N195|ScannerID=N195|Username=Illumina|FPGAVersion=4.0.20|SoftwareAppication=iScan Control Software|SoftwareVersion=3.3.29
9235884016_R01C02_Grn.idat	191668	191668	00 00 00 00		9235884016	BeadChip 12x1Q	R01C02								CanineHD	6/19/2013 10:08:26 PM	sherlockID=N195|ScannerID=N195|Username=Illumina|FPGAVersion=4.0.20|SoftwareAppication=iScan Control Software|SoftwareVersion=3.3.29
9235884023_R01C01_Grn.idat	191668	191668	00 00 00 00		9235884023	BeadChip 12x1Q	R01C01								CanineHD	6/19/2013 10:21:19 PM	sherlockID=N195|ScannerID=N195|Username=Illumina|FPGAVersion=4.0.20|SoftwareAppication=iScan Control Software|SoftwareVersion=3.3.29
9235884023_R01C02_Grn.idat	191668	191668	00 00 00 00		9235884023	BeadChip 12x1Q	R01C02								CanineHD	6/19/2013 10:31:59 PM	sherlockID=N195|ScannerID=N195|Username=Illumina|FPGAVersion=4.0.20|SoftwareAppication=iScan Control Software|SoftwareVersion=3.3.29
9235884028_R01C01_Grn.idat	191668	191668	00 00 00 00		9235884028	BeadChip 12x1Q	R01C01								CanineHD	6/19/2013 9:09:26 PM	sherlockID=N195|ScannerID=N195|Username=Illumina|FPGAVersion=4.0.20|SoftwareAppication=iScan Control Software|SoftwareVersion=3.3.29
9235884028_R01C02_Grn.idat	191668	191668	00 00 00 00		9235884028	BeadChip 12x1Q	R01C02								CanineHD	6/19/2013 9:20:16 PM	sherlockID=N195|ScannerID=N195|Username=Illumina|FPGAVersion=4.0.20|SoftwareAppication=iScan Control Software|SoftwareVersion=3.3.29
9270663009_R06C02_Grn.idat	191668	191668	00 00 00 00		9270663009	BeadChip 12x1Q	R06C02								CanineHD	10/3/2013 9:17:44 AM	sherlockID=H189|ScannerID=H189|Username=Illumina|FPGAVersion=3.0.39|SoftwareAppication=iScan Control Software|SoftwareVersion=3.3.29
9255473007_R06C01_Grn.idat	191668	191668	00 00 00 00		9255473007	BeadChip 12x1Q	R06C01								CanineHD	10/3/2013 11:40:30 AM	sherlockID=H189|ScannerID=H189|Username=Illumina|FPGAVersion=3.0.39|SoftwareAppication=iScan Control Software|SoftwareVersion=3.3.29
9388954030_R01C01_Grn.idat	191668	191668	00 00 00 00		9388954030	BeadChip 12x1Q	R01C01								CanineHD	12/18/2013 12:42:23 PM	sherlockID=N195|ScannerID=N195|Username=Illumina|FPGAVersion=4.0.20|SoftwareAppication=iScan Control Software|SoftwareVersion=3.3.29
9388954030_R01C02_Grn.idat	191668	191668	00 00 00 00		9388954030	BeadChip 12x1Q	R01C02								CanineHD	12/18/2013 12:53:33 PM	sherlockID=N195|ScannerID=N195|Username=Illumina|FPGAVersion=4.0.20|SoftwareAppication=iScan Control Software|SoftwareVersion=3.3.29
9388954030_R02C01_Grn.idat	191668	191668	00 00 00 00		9388954030	BeadChip 12x1Q	R02C01								CanineHD	12/18/2013 12:44:09 PM	sherlockID=N195|ScannerID=N195|Username=Illumina|FPGAVersion=4.0.20|SoftwareAppication=iScan Control Software|SoftwareVersion=3.3.29
9388954030_R02C02_Grn.idat	191668	191668	00 00 00 00		9388954030	BeadChip 12x1Q	R02C02								CanineHD	12/18/2013 12:55:42 PM	sherlockID=N195|ScannerID=N195|Username=Illumina|FPGAVersion=4.0.20|SoftwareAppication=iScan Control Software|SoftwareVersion=3.3.29
9388954030_R03C01_Grn.idat	191668	191668	00 00 00 00		9388954030	BeadChip 12x1Q	R03C01								CanineHD	12/18/2013 12:45:53 PM	sherlockID=N195|ScannerID=N195|Username=Illumina|FPGAVersion=4.0.20|SoftwareAppication=iScan Control Software|SoftwareVersion=3.3.29
9388954030_R03C02_Grn.idat	191668	191668	00 00 00 00		9388954030	BeadChip 12x1Q	R03C02								CanineHD	12/18/2013 12:57:52 PM	sherlockID=N195|ScannerID=N195|Username=Illumina|FPGAVersion=4.0.20|SoftwareAppication=iScan Control Software|SoftwareVersion=3.3.29
9933510186_R01C01_Grn.idat	191668	191668	00 00 00 00		9933510186	BeadChip 12x1Q	R01C01								CanineHD	9/25/2014 6:35:56 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9374872013_R05C02_Grn.idat	191668	191668	00 00 00 00		9374872013	BeadChip 12x1Q	R05C02								CanineHD	8/8/2013 3:41:11 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510186_R02C01_Grn.idat	191668	191668	00 00 00 00		9933510186	BeadChip 12x1Q	R02C01								CanineHD	9/25/2014 6:50:59 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510186_R06C01_Grn.idat	191668	191668	00 00 00 00		9933510186	BeadChip 12x1Q	R06C01								CanineHD	9/25/2014 7:51:31 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510186_R01C02_Grn.idat	191668	191668	00 00 00 00		9933510186	BeadChip 12x1Q	R01C02								CanineHD	9/25/2014 8:06:37 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510186_R04C01_Grn.idat	191668	191668	00 00 00 00		9933510186	BeadChip 12x1Q	R04C01								CanineHD	9/25/2014 7:21:14 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510186_R02C02_Grn.idat	191668	191668	00 00 00 00		9933510186	BeadChip 12x1Q	R02C02								CanineHD	9/25/2014 8:21:44 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510186_R03C01_Grn.idat	191668	191668	00 00 00 00		9933510186	BeadChip 12x1Q	R03C01								CanineHD	9/25/2014 7:06:07 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510186_R03C02_Grn.idat	191668	191668	00 00 00 00		9933510186	BeadChip 12x1Q	R03C02								CanineHD	9/25/2014 8:36:52 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510186_R05C01_Grn.idat	191668	191668	00 00 00 00		9933510186	BeadChip 12x1Q	R05C01								CanineHD	9/25/2014 7:36:22 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510166_R06C01_Grn.idat	191668	191668	00 00 00 00		9933510166	BeadChip 12x1Q	R06C01								CanineHD	9/12/2014 2:50:50 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510166_R01C02_Grn.idat	191668	191668	00 00 00 00		9933510166	BeadChip 12x1Q	R01C02								CanineHD	9/12/2014 3:05:55 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510166_R02C02_Grn.idat	191668	191668	00 00 00 00		9933510166	BeadChip 12x1Q	R02C02								CanineHD	9/12/2014 3:21:02 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
5666151006_R03C02_Grn.idat	191668	191668	00 00 00 00		5666151006	BeadChip 12x1Q	R03C02								CanineHD	5/18/2011 8:51:27 PM	sherlockID=S327|Username=BYERSAM|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510196_R01C02_Grn.idat	191668	191668	00 00 00 00		9933510196	BeadChip 12x1Q	R01C02								CanineHD	9/12/2014 9:31:09 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510196_R02C02_Grn.idat	191668	191668	00 00 00 00		9933510196	BeadChip 12x1Q	R02C02								CanineHD	9/12/2014 9:46:16 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9806219011_R01C01_Grn.idat	191668	191668	00 00 00 00		9806219011	BeadChip 12x1Q	R01C01								CanineHD	6/26/2014 1:23:12 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510197_R03C02_Grn.idat	191668	191668	00 00 00 00		9933510197	BeadChip 12x1Q	R03C02								CanineHD	9/13/2014 1:08:25 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510197_R04C02_Grn.idat	191668	191668	00 00 00 00		9933510197	BeadChip 12x1Q	R04C02								CanineHD	9/13/2014 1:23:28 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
9933510197_R06C02_Grn.idat	191668	191668	00 00 00 00		9933510197	BeadChip 12x1Q	R06C02								CanineHD	9/13/2014 1:53:41 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887021_R01C01_Grn.idat	191668	191668	00 00 00 00		3998887021	BeadChip 12x1Q	R01C01								CanineHD	4/14/2015 4:07:10 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887021_R02C01_Grn.idat	191668	191668	00 00 00 00		3998887021	BeadChip 12x1Q	R02C01								CanineHD	4/14/2015 4:22:11 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887021_R03C01_Grn.idat	191668	191668	00 00 00 00		3998887021	BeadChip 12x1Q	R03C01								CanineHD	4/14/2015 4:37:19 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887021_R04C01_Grn.idat	191668	191668	00 00 00 00		3998887021	BeadChip 12x1Q	R04C01								CanineHD	4/14/2015 4:52:24 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887021_R05C01_Grn.idat	191668	191668	00 00 00 00		3998887021	BeadChip 12x1Q	R05C01								CanineHD	4/14/2015 5:07:31 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887021_R06C01_Grn.idat	191668	191668	00 00 00 00		3998887021	BeadChip 12x1Q	R06C01								CanineHD	4/14/2015 5:22:32 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887021_R01C02_Grn.idat	191668	191668	00 00 00 00		3998887021	BeadChip 12x1Q	R01C02								CanineHD	4/14/2015 5:37:43 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887021_R02C02_Grn.idat	191668	191668	00 00 00 00		3998887021	BeadChip 12x1Q	R02C02								CanineHD	4/14/2015 5:52:43 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887021_R03C02_Grn.idat	191668	191668	00 00 00 00		3998887021	BeadChip 12x1Q	R03C02								CanineHD	4/14/2015 6:07:52 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887021_R04C02_Grn.idat	191668	191668	00 00 00 00		3998887021	BeadChip 12x1Q	R04C02								CanineHD	4/14/2015 6:22:53 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887021_R05C02_Grn.idat	191668	191668	00 00 00 00		3998887021	BeadChip 12x1Q	R05C02								CanineHD	4/14/2015 6:38:02 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887021_R06C02_Grn.idat	191668	191668	00 00 00 00		3998887021	BeadChip 12x1Q	R06C02								CanineHD	4/14/2015 6:53:01 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887025_R01C01_Grn.idat	191668	191668	00 00 00 00		3998887025	BeadChip 12x1Q	R01C01								CanineHD	4/14/2015 7:14:01 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887025_R02C01_Grn.idat	191668	191668	00 00 00 00		3998887025	BeadChip 12x1Q	R02C01								CanineHD	4/14/2015 7:29:10 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887025_R03C01_Grn.idat	191668	191668	00 00 00 00		3998887025	BeadChip 12x1Q	R03C01								CanineHD	4/14/2015 7:44:14 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887025_R04C01_Grn.idat	191668	191668	00 00 00 00		3998887025	BeadChip 12x1Q	R04C01								CanineHD	4/14/2015 7:59:19 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887025_R05C01_Grn.idat	191668	191668	00 00 00 00		3998887025	BeadChip 12x1Q	R05C01								CanineHD	4/14/2015 8:14:19 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887025_R06C01_Grn.idat	191668	191668	00 00 00 00		3998887025	BeadChip 12x1Q	R06C01								CanineHD	4/14/2015 8:29:23 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887025_R01C02_Grn.idat	191668	191668	00 00 00 00		3998887025	BeadChip 12x1Q	R01C02								CanineHD	4/14/2015 8:44:28 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887040_R01C01_Grn.idat	191668	191668	00 00 00 00		3998887040	BeadChip 12x1Q	R01C01								CanineHD	4/15/2015 10:12:59 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887040_R02C01_Grn.idat	191668	191668	00 00 00 00		3998887040	BeadChip 12x1Q	R02C01								CanineHD	4/15/2015 10:28:03 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887040_R03C01_Grn.idat	191668	191668	00 00 00 00		3998887040	BeadChip 12x1Q	R03C01								CanineHD	4/15/2015 10:43:07 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887040_R04C01_Grn.idat	191668	191668	00 00 00 00		3998887040	BeadChip 12x1Q	R04C01								CanineHD	4/15/2015 10:58:16 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887040_R05C01_Grn.idat	191668	191668	00 00 00 00		3998887040	BeadChip 12x1Q	R05C01								CanineHD	4/15/2015 11:13:20 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887040_R06C01_Grn.idat	191668	191668	00 00 00 00		3998887040	BeadChip 12x1Q	R06C01								CanineHD	4/15/2015 11:28:22 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887040_R01C02_Grn.idat	191668	191668	00 00 00 00		3998887040	BeadChip 12x1Q	R01C02								CanineHD	4/15/2015 11:43:24 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887040_R02C02_Grn.idat	191668	191668	00 00 00 00		3998887040	BeadChip 12x1Q	R02C02								CanineHD	4/15/2015 11:58:29 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887040_R03C02_Grn.idat	191668	191668	00 00 00 00		3998887040	BeadChip 12x1Q	R03C02								CanineHD	4/15/2015 12:13:36 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887040_R04C02_Grn.idat	191668	191668	00 00 00 00		3998887040	BeadChip 12x1Q	R04C02								CanineHD	4/15/2015 12:28:37 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887040_R05C02_Grn.idat	191668	191668	00 00 00 00		3998887040	BeadChip 12x1Q	R05C02								CanineHD	4/15/2015 12:43:47 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887040_R06C02_Grn.idat	191668	191668	00 00 00 00		3998887040	BeadChip 12x1Q	R06C02								CanineHD	4/15/2015 12:58:48 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887042_R01C01_Grn.idat	191668	191668	00 00 00 00		3998887042	BeadChip 12x1Q	R01C01								CanineHD	4/15/2015 1:19:46 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887042_R02C01_Grn.idat	191668	191668	00 00 00 00		3998887042	BeadChip 12x1Q	R02C01								CanineHD	4/15/2015 1:34:52 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887042_R03C01_Grn.idat	191668	191668	00 00 00 00		3998887042	BeadChip 12x1Q	R03C01								CanineHD	4/15/2015 1:49:56 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887042_R04C01_Grn.idat	191668	191668	00 00 00 00		3998887042	BeadChip 12x1Q	R04C01								CanineHD	4/15/2015 2:05:00 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887042_R05C01_Grn.idat	191668	191668	00 00 00 00		3998887042	BeadChip 12x1Q	R05C01								CanineHD	4/15/2015 2:20:04 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887042_R06C01_Grn.idat	191668	191668	00 00 00 00		3998887042	BeadChip 12x1Q	R06C01								CanineHD	4/15/2015 2:35:07 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887042_R01C02_Grn.idat	191668	191668	00 00 00 00		3998887042	BeadChip 12x1Q	R01C02								CanineHD	4/15/2015 2:50:13 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887042_R02C02_Grn.idat	191668	191668	00 00 00 00		3998887042	BeadChip 12x1Q	R02C02								CanineHD	4/15/2015 3:05:21 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887042_R03C02_Grn.idat	191668	191668	00 00 00 00		3998887042	BeadChip 12x1Q	R03C02								CanineHD	4/15/2015 3:20:26 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887042_R04C02_Grn.idat	191668	191668	00 00 00 00		3998887042	BeadChip 12x1Q	R04C02								CanineHD	4/15/2015 3:35:32 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887042_R05C02_Grn.idat	191668	191668	00 00 00 00		3998887042	BeadChip 12x1Q	R05C02								CanineHD	4/15/2015 3:50:35 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887042_R06C02_Grn.idat	191668	191668	00 00 00 00		3998887042	BeadChip 12x1Q	R06C02								CanineHD	4/15/2015 4:05:34 PM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887055_R01C01_Grn.idat	191668	191668	00 00 00 00		3998887055	BeadChip 12x1Q	R01C01								CanineHD	4/16/2015 10:24:26 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887055_R02C01_Grn.idat	191668	191668	00 00 00 00		3998887055	BeadChip 12x1Q	R02C01								CanineHD	4/16/2015 10:39:26 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887055_R03C01_Grn.idat	191668	191668	00 00 00 00		3998887055	BeadChip 12x1Q	R03C01								CanineHD	4/16/2015 10:54:35 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887055_R04C01_Grn.idat	191668	191668	00 00 00 00		3998887055	BeadChip 12x1Q	R04C01								CanineHD	4/16/2015 11:09:36 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887055_R05C01_Grn.idat	191668	191668	00 00 00 00		3998887055	BeadChip 12x1Q	R05C01								CanineHD	4/16/2015 11:24:40 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
3998887055_R06C01_Grn.idat	191668	191668	00 00 00 00		3998887055	BeadChip 12x1Q	R06C01								CanineHD	4/16/2015 11:39:44 AM	sherlockID=S327|Username=byersam|HostVersion=3.6.17.15868|CPLDVersion=0xC1|PMTGainCY3=478|PMTGainCY5=564
